price_preview,created_at,city,spec_Etat,model_name,DEDICATED_GPU,CPU,RAM_SIZE,SSD_SIZE,HDD_SIZE,SCREEN_SIZE,SCREEN_FREQUENCY,SCREEN_RESOLUTION,RAM_TYPE
97000,2025 08 06T10:08:25.000Z,EZZOUAR,BON TAT,LATITUDE,,11TH GEN INTEL CORE I7 1185G7,32GB,512GB,,13,,1920x1080 FHD,
97000,2025 08 05T14:10:23.000Z,EZZOUAR,BON TAT,ELITEBOOK,,11TH GEN INTEL CORE I7 1185G7,16GB,512GB,,13.3,,1920x1080,DDR4
97000,2025 08 07T11:12:18.000Z,EZZOUAR,,ENVY,NVIDIA GEFORCE MX450,11TH GEN INTEL CORE I7 1165G7,16GB,1TB,,15,,1920x1080,
97000,2025 07 08T12:43:23.000Z,KHEMIS EL KHECHNA,,VOSTRO,,11TH GEN INTEL CORE I7 1165G7,16GB,512GB,,15.6,,,
97000,2025 05 27T20:51:03.000Z,SETIF,,INSPIRON,,11TH GEN INTEL CORE I7 1165G7,16GB,512GB,,15,,,
97000,2025 08 02T13:08:04.000Z,EZZOUAR,,PAVILION,,11TH GEN INTEL CORE I7 1165G7,16GB,1TB,,13,360Hz,3840x2160,
97000,2024 11 26T10:13:37.000Z,EZZOUAR,,THINKPAD,,11TH GEN INTEL CORE I7 1165G7,16GB,512GB,,15.6,,1920x1080,DDR4
97000,2025 04 21T09:31:56.000Z,KOUBA,BON TAT,PROBOOK,,11TH GEN INTEL CORE I5 1145G7,8GB,256GB,,15.6,,1920x1080,
97000,2024 10 08T12:47:46.000Z,EZZOUAR,JAMAIS UTILIS,IDEAPAD,,11TH GEN INTEL CORE I5 1135G7,8GB,512GB,,15,,1920x1080,
97000,2024 12 16T14:57:52.000Z,ALGER CENTRE,JAMAIS UTILIS,PAVILION,,11TH GEN INTEL CORE I3 1115G4,4GB,256GB,,15,,,DDR4
96900,2025 08 06T16:01:44.000Z,KOUBA,JAMAIS UTILIS,IDEAPAD,,12TH GEN INTEL CORE I3 1215U,4GB,256GB,,15.6,,1920x1080 FHD,DDR4
96800,2025 08 08T16:00:04.000Z,DELY BRAHIM,JAMAIS UTILIS,VOSTRO,,INTEL CORE I5 1135G7,4GB,256GB,,14,,,DDR4
96500,2025 04 22T09:38:32.000Z,EZZOUAR,,ELITEBOOK,,INTEL CORE I7 1185G7,,,,,,,
96500,2025 02 06T09:28:46.000Z,EZZOUAR,,ELITEBOOK,,INTEL CORE I5 1135G7,16GB,256GB,,13,,1920x1080 FHD,DDR4
96500,2025 05 22T12:50:30.000Z,CHLEF,,INSPIRON,,12TH GEN INTEL CORE I5 1245U,16GB,256GB,,15.6,,1920x1080 FHD,DDR4
96500,2025 01 18T12:37:03.000Z,EZZOUAR,,ELITEBOOK,,11TH GEN INTEL CORE I5 1145G7,16GB,512GB,,15.6,,1920x1080 FHD,DDR4
96000,2022 10 24T10:08:45.000Z,EZZOUAR,BON TAT,PROBOOK,,INTEL CORE I7 8565U,16GB,256GB,,13,,,
96000,2024 09 19T15:42:19.000Z,ALGER CENTRE,,LATITUDE,,INTEL CORE I7 1185G7 VPRO,16GB,,,,,,
96000,2024 09 22T13:28:42.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,INTEL CORE I7 1165G7,16GB,256GB,,14,,1920x1080 FHD,DDR4X
96000,2024 09 15T14:04:27.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,INTEL CORE I7 1165G7,16GB,512GB,,15.6,,1920x1080,DDR4X
96000,2019 06 13T18:09:01.000Z,EZZOUAR,BON TAT,INSPIRON,,INTEL CORE I5 8250U,8GB,,1TB,15,,,
96000,2019 11 26T18:56:14.000Z,EZZOUAR,BON TAT,MACBOOK,,INTEL CORE I5 5287U,8GB,128GB,,13,,,
96000,2022 11 14T14:48:07.000Z,ALGER CENTRE,JAMAIS UTILIS,MACBOOK,,INTEL CORE I5 2.3GHZ,8GB,128GB,,13.3,,,DDR4
96000,2025 08 09T17:15:46.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I5 1355U,16GB,256GB,,15.6,,1920x1080,DDR4
96000,2025 07 28T09:39:06.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I5 1335U,8GB,256GB,,15,,,DDR4
96000,2025 01 15T21:03:08.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,INTEL CORE I5 1245U VPRO,16GB,256GB,,14,,1920x1080,DDR4X
96000,2025 02 20T19:01:07.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,INTEL CORE I5 1245U,16GB,256GB,,13.3,,1920x1080,DDR4X
96000,2025 06 11T18:23:03.000Z,ALGER CENTRE,JAMAIS UTILIS,,,INTEL CORE I5 1135G7,,,,,,,
96000,2024 11 23T12:37:21.000Z,EZZOUAR,,THINKPAD,,INTEL CORE I5 1135G7,16GB,512GB,,14,,1920x1080 FHD,DDR4
96000,2024 07 25T14:38:16.000Z,ALGER CENTRE,,MAC,,APPLE M1,8GB,512GB,,,,,DDR5
96000,2024 12 18T17:45:31.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 7 PRO 4750U,32GB,,,,,,
96000,2024 08 31T12:01:16.000Z,ALGER CENTRE,,PAVILION,,AMD RYZEN 7 5700U,16GB,1TB,,15.6,,,
96000,2025 08 09T12:31:25.000Z,HUSSEIN DEY,,PAVILION,,AMD RYZEN 7 5700U,16GB,512GB,,15.6,,1920x1080 FHD,DDR4
96000,2025 06 03T12:39:29.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,AMD RYZEN 5 PRO 7530U,8GB,256GB,,,,,
96000,2025 07 19T15:44:24.000Z,ORAN,,IDEAPAD,,AMD RYZEN 5 5700U,16GB,512GB,,15,,,
96000,2025 08 05T14:10:24.000Z,EZZOUAR,BON TAT,PROBOOK,,AMD RYZEN 5 5625U,16GB,512GB,,15.6,,1920x1080,DDR4
96000,2025 06 23T20:28:23.000Z,ALGER CENTRE,JAMAIS UTILIS,,,AMD RYZEN 5 5500U,,,,,,,
96000,2025 08 11T08:30:55.000Z,EL BIAR,JAMAIS UTILIS,,,AMD RYZEN 5 5500U,8GB,512GB,,15.6,,1920x1080,DDR4X
96000,2025 02 26T23:21:07.000Z,EL HADJAR,,ELITEBOOK,,AMD RYZEN 5,8GB,512GB,,16,,,
96000,2020 05 11T22:37:49.000Z,EZZOUAR,BON TAT,LATITUDE,,8TH GEN INTEL CORE I7 8650U,8GB,256GB,,14,,,
96000,2020 03 05T07:44:53.000Z,EZZOUAR,BON TAT,ZENBOOK,,8TH GEN INTEL CORE I5 8265U,8GB,256GB,,14,,,
96000,2024 09 05T11:02:38.000Z,ALGER CENTRE,,PRECISION,NVIDIA QUADRO M1000,6TH GEN INTEL CORE I7 6820HQ,16GB,512GB,,15.6,,3840x2160,DDR4
96000,2019 11 04T19:35:25.000Z,EZZOUAR,BON TAT,VIVOBOOK,NVIDIA GEFORCE GTX 950,6TH GEN INTEL CORE I5 6300HQ,,,,,,,
96000,2025 08 04T23:47:12.000Z,EZZOUAR,BON TAT,LATITUDE,,13TH GEN INTEL CORE I5 1345U,16GB,256GB,,14,,,
96000,2024 09 03T12:02:32.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,13TH GEN INTEL CORE I5 1335U,8GB,256GB,,15.6,,1920x1080 FHD,DDR4X
96000,2024 09 01T12:12:39.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKBOOK,,12TH GEN INTEL CORE I5 1335U,8GB,256GB,,14,,1920x1080 FHD,DDR5
96000,2024 10 03T18:20:58.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,12TH GEN INTEL CORE I5 1245U,32GB,512GB,,14,,1920x1080,DDR4X
96000,2024 08 29T11:24:09.000Z,ALGER CENTRE,,THINKPAD,,12TH GEN INTEL CORE I5 1245U,8GB,256GB,,15.6,,1920x1080 FHD,DDR4X
96000,2025 02 11T22:37:34.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,12TH GEN INTEL CORE I5 1235U,16GB,256GB,,15.6,,1920x1080 FHD,DDR4X
96000,2024 10 02T21:27:55.000Z,CONSTANTINE,JAMAIS UTILIS,VOSTRO,,12TH GEN INTEL CORE I5 1235U,8GB,256GB,,15.6,,1920x1080,DDR4
96000,2025 07 26T17:00:01.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,12TH GEN INTEL CORE I5 1235U,16GB,512GB,,14,,1920x1080 FHD,DDR4X
96000,2025 03 23T21:24:51.000Z,ALGER CENTRE,JAMAIS UTILIS,PROBOOK,,12TH GEN INTEL CORE I5 1235U,16GB,512GB,,15.6,,1920x1080,DDR4X
96000,2024 09 10T09:29:49.000Z,EZZOUAR,,IDEAPAD,,12TH GEN INTEL CORE I5 1235U,16GB,,,,,,
96000,2024 08 11T17:36:33.000Z,ALGER CENTRE,,THINKPAD,,12TH GEN INTEL CORE I5 1235U,16GB,512GB,,14,,1920x1080,DDR4X
96000,2024 10 26T07:49:05.000Z,ORAN,,LATITUDE,,11TH GEN INTEL CORE I7 1185G7,16GB,512GB,,14,,1920x1080 FHD,
96000,2025 08 07T12:36:18.000Z,EZZOUAR,,LATITUDE,,11TH GEN INTEL CORE I7 1185G7,32GB,1TB,,14,,1920x1080,
96000,2024 08 24T09:54:36.000Z,EZZOUAR,,INSPIRON,NVIDIA GEFORCE MX350,11TH GEN INTEL CORE I7 1165G7,16GB,512GB,,14,,,
96000,2025 07 10T09:33:30.000Z,EZZOUAR,BON TAT,THINKPAD,,11TH GEN INTEL CORE I7 1165G7,16GB,512GB,,14,,1920x1080 FHD,
96000,2024 07 16T11:38:18.000Z,EZZOUAR,,THINKBOOK,,11TH GEN INTEL CORE I7 1165G7,16GB,512GB,,15.6,,1920x1080,DDR4
96000,2025 07 13T19:44:36.000Z,ALGER CENTRE,JAMAIS UTILIS,ZENBOOK,,11TH GEN INTEL CORE I7 1165G7,16GB,512GB,,14,,1920x1080,DDR4X
96000,2024 09 24T15:01:27.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,11TH GEN INTEL CORE I5 1145G7,16GB,512GB,,13.3,,1920x1080,DDR4X
96000,2025 04 24T16:02:25.000Z,ALGER CENTRE,JAMAIS UTILIS,ELITEBOOK,,11TH GEN INTEL CORE I5 1135G7,16GB,512GB,,13.3,,1920x1080,DDR4X
96000,2024 10 03T19:15:45.000Z,ALGER CENTRE,JAMAIS UTILIS,DYNABOOK,,11TH GEN INTEL CORE I5 1135G7,8GB,256GB,1TB,15.6,,1920x1080,DDR4X
96000,2025 02 14T18:20:00.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,11TH GEN INTEL CORE I5 1135G7,16GB,256GB,,14,,1920x1080,DDR4X
96000,2025 05 12T18:20:17.000Z,ALGER CENTRE,JAMAIS UTILIS,THINKPAD,,11TH GEN INTEL CORE I5 1135G7,8GB,1TB,,,,,
96000,2025 07 26T10:50:37.000Z,EZZOUAR,,SURFACE,,10TH GEN INTEL CORE I7 1065G7,16GB,256GB,,12.5,,2K,
96000,2025 06 05T13:37:47.000Z,ALGER CENTRE,JAMAIS UTILIS,SURFACE,,10TH GEN INTEL CORE I7 1065G7,16GB,512GB,,12.5,,2K,DDR4X
96000,2025 07 17T08:45:57.000Z,EZZOUAR,,SURFACE,,10TH GEN INTEL CORE I7 1065G7,16GB,256GB,,12.5,,2560x1440,
95900,2025 08 11T09:47:37.000Z,EZZOUAR,JAMAIS UTILIS,IDEAPAD,,AMD RYZEN 5 7520U,8GB,256GB,,,,,
95900,2024 11 26T11:34:34.000Z,BARAKI,BON TAT,ELITEBOOK,,8TH GEN INTEL CORE I7 8665U,16GB,512GB,,,,,
95700,2025 08 05T09:07:41.000Z,TIZI OUZOU,JAMAIS UTILIS,PAVILION,,INTEL CORE I3 1315U,8GB,256GB,,15,,,
95500,2025 08 10T10:05:23.000Z,CHLEF,,LATITUDE,,INTEL CORE I5 1335U,16GB,256GB,,13.3,,1920x1080 FHD,DDR5
95500,2025 07 06T21:30:17.000Z,ANNABA,,MACBOOK,,APPLE M1,8GB,256GB,,13,,,
95500,2025 07 10T11:00:36.000Z,BORDJ EL KIFFAN,JAMAIS UTILIS,IDEAPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,LPDDR5
95500,2025 02 11T15:03:14.000Z,CHLEF,,PROBOOK,,AMD RYZEN 5 5625U,16GB,512GB,,14,,1920x1080,DDR4
95500,2025 04 23T12:19:54.000Z,CHLEF,,IDEAPAD,,12TH GEN INTEL CORE I5 12450H,16GB,512GB,,14,,1920x1080 FHD,DDR5
95000,2024 12 21T10:42:11.000Z,EZZOUAR,,PRECISION,NVIDIA QUADRO M2200,INTEL XEON E3 1545M,32GB,512GB,,15.6,,3840x2160,DDR4
95000,2025 07 21T16:29:56.000Z,HYDRA,,MACBOOK,,INTEL CORE M3 8100Y,8GB,256GB,,12,,,
95000,2024 10 29T23:50:23.000Z,AIN TAYA,BON TAT,MACBOOK,,INTEL CORE I9,16GB,1TB,,,,,
95000,2023 07 02T12:14:27.000Z,EL ACHIR,,XPS,NVIDIA GEFORCE GTX 1050 TI,INTEL CORE I7 8750H,8GB,256GB,,15.6,,1920x1080,DDR4
95000,2025 08 07T15:54:57.000Z,AIN MLILA,BON TAT,STEALTH,NVIDIA GEFORCE GTX 1060,INTEL CORE I7 8750H,16GB,256GB,1TB,17,,,
95000,2024 08 28T12:04:36.000Z,ALGER CENTRE,,SURFACE,NVIDIA GEFORCE GTX 1050,INTEL CORE I7 8650U,16GB,512GB,,13.5,,,
95000,2020 09 06T10:52:09.000Z,EZZOUAR,BON TAT,SURFACE,,INTEL CORE I7 7660U,8GB,256GB,,12,,,
95000,2022 01 16T12:31:19.000Z,SETIF,,PAVILION,,INTEL CORE I7 6700HQ,16GB,,,15,,,
95000,2021 11 11T14:24:10.000Z,EZZOUAR,BON TAT,PAVILION,,INTEL CORE I7 6500U,6GB,,1TB,14,,,
95000,2025 07 25T11:08:18.000Z,KOUBA,,LATITUDE,,INTEL CORE I7 1185G7,16GB,256GB,,13,,1920x1080,LPDDR4X
95000,2025 06 13T07:45:47.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I7 1185G7,16GB,512GB,,13,,1920x1080 FHD,
95000,2025 08 07T12:30:06.000Z,EZZOUAR,,SURFACE,,INTEL CORE I7 1185G7,16GB,512GB,,,,,
95000,2025 08 10T09:30:29.000Z,KOUBA,,SURFACE,,INTEL CORE I7 1185G7,16GB,256GB,,13,,2256x1504,LPDDR4X
95000,2025 08 10T15:12:31.000Z,EZZOUAR,BON TAT,SURFACE,,INTEL CORE I7 1185G7,16GB,256GB,,14,,,DDR4
95000,2025 08 06T03:00:03.000Z,ORAN,,INSPIRON,NVIDIA GEFORCE MX350,INTEL CORE I7 1165G7,8GB,512GB,,13,,1920x1080,DDR4
95000,2024 11 09T12:37:13.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I7 1165G7,16GB,512GB,,14,,1920x1080,DDR4
95000,2024 08 04T09:11:53.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I7 1165G7,16GB,256GB,,14,,1920x1080 FHD,DDR4
95000,2024 10 03T13:13:33.000Z,KOUBA,,ELITEBOOK,,INTEL CORE I7 1165G7,16GB,256GB,,13.3,,1920x1080,
95000,2025 02 15T12:22:33.000Z,EZZOUAR,BON TAT,ELITEBOOK,,INTEL CORE I7 1165G7,16GB,512GB,,14,,1920x1080,DDR4
95000,2025 07 13T08:34:18.000Z,EZZOUAR,,ZENBOOK,,INTEL CORE I7 1165G7,16GB,512GB,,13,,,
95000,2024 11 23T12:37:20.000Z,EZZOUAR,,ZENBOOK,,INTEL CORE I7 1165G7,16GB,512GB,,14,,1920x1080,DDR4
95000,2025 07 25T11:07:19.000Z,KOUBA,BON TAT,PROBOOK,,INTEL CORE I7 10510U,16GB,256GB,,14,,,
95000,2024 10 30T12:56:50.000Z,EZZOUAR,BON TAT,MACBOOK,AMD RADEON PRO 555,INTEL CORE I7,16GB,256GB,,15,,,
95000,2025 08 03T13:31:43.000Z,LAGHOUAT,,MACBOOK,,INTEL CORE I7,16GB,512GB,,15,,,
95000,2025 04 29T21:57:03.000Z,MOSTAGANEM,,MACBOOK,,INTEL CORE I7,16GB,512GB,,,,,
95000,2025 03 21T22:50:03.000Z,EZZOUAR,,MACBOOK,,INTEL CORE I7,16GB,512GB,,13.3,,,
95000,2024 09 16T06:18:40.000Z,CHLEF,,MACBOOK,,INTEL CORE I7,16GB,256GB,,15,,,
95000,2022 11 26T16:40:42.000Z,EZZOUAR,BON TAT,LATITUDE,,INTEL CORE I5 9400H,8GB,256GB,,15.6,,,
95000,2022 10 13T07:56:20.000Z,EZZOUAR,BON TAT,ELITEBOOK,,INTEL CORE I5 8365U,16GB,512GB,,13,,,
95000,2020 03 05T07:41:37.000Z,EZZOUAR,BON TAT,PAVILION,NVIDIA GEFORCE MX150,INTEL CORE I5 8265U,8GB,512GB,,14,,,
95000,2020 09 12T15:50:07.000Z,EZZOUAR,BON TAT,LATITUDE,,INTEL CORE I5 8250U,16GB,512GB,,13,,,
95000,2019 09 11T08:47:23.000Z,EZZOUAR,BON TAT,THINKPAD,,INTEL CORE I5 8250U,8GB,512GB,,13,,,
95000,2020 02 10T18:36:03.000Z,EZZOUAR,BON TAT,XPS,,INTEL CORE I5 7Y54,8GB,256GB,,13,,,
95000,2021 06 06T20:12:40.000Z,BENI MERED,,SURFACE,,INTEL CORE I5 750S,16GB,512GB,,,,,
95000,2020 01 25T18:10:07.000Z,EZZOUAR,BON TAT,THINKPAD,,INTEL CORE I5 7300U,16GB,512GB,,14,,,
95000,2024 12 12T14:14:57.000Z,EZZOUAR,,MACBOOK,,INTEL CORE I5 4 CORE 2.0GHZ,8GB,256GB,,13.3,,,LPDDR3
95000,2025 07 28T15:48:43.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I5 1345U,16GB,256GB,,13.3,,1920x1080 FHD,
95000,2025 05 03T17:16:28.000Z,ORAN,,LATITUDE,,INTEL CORE I5 1345U,16GB,512GB,,13.3,,,DDR5
95000,2025 04 27T19:00:58.000Z,ALGER CENTRE,JAMAIS UTILIS,LATITUDE,,INTEL CORE I5 1345U,16GB,256GB,,14,,1920x1080,DDR4X
95000,2025 08 07T10:09:40.000Z,EZZOUAR,,LATITUDE,,INTEL CORE I5 1245U,16GB,256GB,,14,,1920x1080,DDR4
95000,2023 12 21T20:27:44.000Z,EZZOUAR,,THINKBOOK,,INTEL CORE I5 1240P,8GB,256GB,,13.3,,1920x1200 QHD,DDR5
95000,2025 07 25T13:01:10.000Z,EZZOUAR,BON TAT,LATITUDE,,INTEL CORE I5 1235U,8GB,256GB,,15,,,
95000,2025 07 25T11:07:32.000Z,KOUBA,,LATITUDE,,INTEL CORE I5 1145G7,16GB,256GB,,13.3,,1920x1080,DDR4
95000,2025 01 14T07:15:13.000Z,AIN NAADJA,,ELITEBOOK,,INTEL CORE I5 1145G7,16GB,512GB,,14,,,DDR4
95000,2025 05 04T09:46:48.000Z,EZZOUAR,BON TAT,LATITUDE,,INTEL CORE I5 1140G7,16GB,512GB,,13.3,,,DDR4
95000,2025 05 08T10:04:51.000Z,KOUBA,BON TAT,ASPIRE,,INTEL CORE I5 1135G7,16GB,512GB,,13.3,,1920x1080,
95000,2022 12 17T10:09:36.000Z,EZZOUAR,BON TAT,VOSTRO,,INTEL CORE I5 1135G7,8GB,512GB,,14,,,
95000,2025 01 14T07:15:26.000Z,AIN NAADJA,,PRECISION,NVIDIA QUADRO P600,INTEL CORE I5 10400H,8GB,512GB,,15.6,,1920x1080,DDR4
95000,2022 10 24T12:13:47.000Z,EZZOUAR,BON TAT,SURFACE,,INTEL CORE I5 1035G4,8GB,128GB,,14,,,
95000,2025 06 21T11:12:04.000Z,EZZOUAR,,IDEAPAD,NVIDIA GEFORCE MX330,INTEL CORE I5 1035G1,20GB,256GB,,14,,FHD,DDR4
95000,2022 12 01T09:30:32.000Z,EZZOUAR,,VIVOBOOK,,INTEL CORE I5 1035G1,8GB,256GB,,15,,,
95000,2025 07 25T11:07:04.000Z,KOUBA,BON TAT,INSPIRON,NVIDIA GEFORCE GTX 1650,INTEL CORE I5 10300H,16GB,256GB,,15.6,120Hz,1920x1080,DDR4
95000,2025 02 27T18:08:58.000Z,ES SENIA,BON TAT,THINKPAD,,INTEL CORE I5 10300H,8GB,128GB,,,,,
95000,2025 03 22T13:12:45.000Z,EZZOUAR,,VIVOBOOK,NVIDIA GEFORCE MX250,INTEL CORE I5 10210U,8GB,256GB,,14,,,
95000,2024 11 30T11:55:39.000Z,EZZOUAR,,MACBOOK,,INTEL CORE I5,8GB,512GB,,,,,
95000,2025 08 04T08:58:01.000Z,KOUBA,BON TAT,MACBOOK,,INTEL CORE I5,8GB,256GB,,13.3,,2K,
95000,2025 06 19T09:43:14.000Z,EZZOUAR,,MACBOOK,,INTEL CORE I5,8GB,256GB,,13.3,,,LPDDR3
95000,2024 12 13T13:49:29.000Z,BOUFARIK,,ELITEBOOK,,INTEL CORE I5,8GB,256GB,,15.6,,,
95000,2024 12 30T13:32:49.000Z,EZZOUAR,JAMAIS UTILIS,PAVILION,,INTEL CORE I3 N305,8GB,512GB,,17,,,
95000,2025 03 08T13:11:11.000Z,CONSTANTINE,,MACBOOK,,INTEL CORE I3,8GB,256GB,,,,,
95000,2025 08 09T11:37:15.000Z,EZZOUAR,,MACBOOK,,APPLE M1,8GB,256GB,,13,,2560x1600,
95000,2025 05 15T20:24:47.000Z,DELY BRAHIM,,MACBOOK,,APPLE M1,8GB,256GB,,13,,,
95000,2025 01 10T08:10:48.000Z,CHERAGA,,MACBOOK,,APPLE M1,8GB,,,13,,,
95000,2025 08 02T11:00:04.000Z,EZZOUAR,,SURFACE,,AMD RYZEN 7 SURFACE EDITION,16GB,512GB,,15,,2K,DDR4
95000,2025 07 20T11:24:58.000Z,EZZOUAR,,ELITEBOOK,,AMD RYZEN 7 PRO 6850U,16GB,256GB,,14.1,,,DDR5
95000,2024 10 29T08:24:06.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 7 PRO 5850U,16GB,512GB,,14,,,
95000,2025 02 07T14:55:54.000Z,EZZOUAR,,PROBOOK,,AMD RYZEN 7 PRO 5650U,16GB,256GB,,14.1,,1920x1080,DDR4
95000,2025 03 03T09:03:28.000Z,EZZOUAR,BON TAT,PAVILION,,AMD RYZEN 7 7730U,16GB,512GB,,15.6,,1920x1080,DDR4
95000,2025 01 07T11:28:33.000Z,BIRKHADEM,,PAVILION,,AMD RYZEN 7 7730U,16GB,512GB,,15.6,,,
95000,2024 09 22T14:21:52.000Z,EZZOUAR,BON TAT,VOSTRO,,AMD RYZEN 7 5700U,16GB,256GB,,15,,,
95000,2025 08 06T08:26:04.000Z,EZZOUAR,BON TAT,IDEAPAD,,AMD RYZEN 7 5700U,16GB,512GB,,15.7,,1920x1080 FHD,DDR4
95000,2024 09 28T10:26:27.000Z,EZZOUAR,,IDEAPAD,,AMD RYZEN 7 5700U,12GB,512GB,,17.3,,1600x900,DDR4
95000,2025 08 11T16:04:57.000Z,ALGER CENTRE,BON TAT,IDEAPAD,,AMD RYZEN 7 5700U,16GB,512GB,,15.6,,1920x1080 FHD,
95000,2025 07 26T08:50:12.000Z,ORAN,,ELITEBOOK,,AMD RYZEN 5 PRO 7540U,16GB,256GB,,13,,,
95000,2025 08 09T11:35:41.000Z,DAR EL BEIDA,BON TAT,THINKPAD,,AMD RYZEN 5 PRO 7535U,16GB,512GB,,14,,,
95000,2025 07 28T13:22:08.000Z,ALGER CENTRE,,THINKPAD,,AMD RYZEN 5 PRO 7535U,16GB,512GB,,14,,1920x1080,DDR4
95000,2024 09 23T16:59:42.000Z,EZZOUAR,,ELITEBOOK,,AMD RYZEN 5 PRO 5675U,16GB,256GB,,14,,,LPDDR4
95000,2025 07 25T11:07:31.000Z,KOUBA,,ELITEBOOK,,AMD RYZEN 5 PRO 5650U,16GB,256GB,,14,,1920x1080,DDR4
95000,2025 08 11T15:46:37.000Z,SKIKDA,BON TAT,ELITEBOOK,,AMD RYZEN 5 7530U,16GB,,,,,,
95000,2024 12 26T18:01:19.000Z,BOUMERDES,,STEALTH,,AMD RYZEN 5 7530U,8GB,512GB,,14,60Hz,1920x1080 FHD,DDR4
95000,2025 08 07T13:42:04.000Z,AIN NAADJA,JAMAIS UTILIS,IDEAPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,LPDDR5
95000,2025 08 11T12:04:23.000Z,OULED FAYET,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,DDR5
95000,2025 08 09T09:11:54.000Z,EZZOUAR,JAMAIS UTILIS,IDEAPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,
95000,2025 08 09T09:28:31.000Z,BACHDJERRAH,JAMAIS UTILIS,THINKPAD,,AMD RYZEN 5 7520U,8GB,512GB,,15.6,,1920x1080 FHD,DDR5
95000,2025 07 25T11:07:31.000Z,KOUBA,,PROBOOK,,AMD RYZEN 5 5625U,16GB,512GB,,15.6,,1920x1080 FHD,DDR4
95000,2025 01 14T07:15:28.000Z,AIN NAADJA,JAMAIS UTILIS,PROBOOK,,AMD RYZEN 5 5600U,8GB,256GB,,14,,,DDR4
95000,2025 08 09T16:09:14.000Z,EZZOUAR,BON TAT,IDEAPAD,,AMD RYZEN 5 5600H,8GB,512GB,,16,,2560x1440,
95000,2025 07 29T12:39:07.000Z,BOUZAREAH,BON TAT,VICTUS,AMD RADEON RX 6500,AMD RYZEN 5 5600,16GB,512GB,,15.6,,,
95000,2022 12 03T09:02:04.000Z,EZZOUAR,BON TAT,ASPIRE,,AMD RYZEN 5 5500U,8GB,256GB,,15.6,,,
95000,2025 01 18T15:04:57.000Z,SAID HAMDINE,,INSPIRON,,AMD RYZEN 5 5500U,16GB,,518GB,15,,,
95000,2025 08 10T10:42:37.000Z,BOUMERDES,JAMAIS UTILIS,,,AMD RYZEN 5 5500U,8GB,512GB,,15.6,,1920x1080 FHD,DDR4
95000,2022 12 29T11:31:05.000Z,EZZOUAR,BON TAT,THINKPAD,,AMD RYZEN 5 5500U,16GB,256GB,,14,,,
95000,2025 08 09T21:35:33.000Z,BORDJ BOU ARRERIDJ,,THINKPAD,,AMD RYZEN 5 5500U,8GB,256GB,,,,,DDR4
95000,2025 07 30T14:45:52.000Z,EZZOUAR,BON TAT,TUF,NVIDIA GEFORCE GTX 1650,AMD RYZEN 5 3550H,16GB,512GB,,15.6,,1920x1080 FHD,
95000,2022 09 13T15:40:18.000Z,EZZOUAR,,SWIFT,,AMD RYZEN 5 3500U,8GB,512GB,,14,,,
95000,2022 10 09T07:28:59.000Z,EZZOUAR,BON TAT,,,AMD RYZEN 5 3500U,8GB,512GB,,14,,1920x1080 FHD,
95000,2024 12 01T09:36:10.000Z,KOUBA,BON TAT,ELITEBOOK,,AMD RYZEN 3 7440U,16GB,512GB,,16,,,
95000,2025 07 26T09:06:48.000Z,EZZOUAR,,STEALTH,NVIDIA GEFORCE GTX 1650,9TH GEN INTEL CORE I7 9750H,16GB,512GB,,15,,1920x1080 FHD,
95000,2025 07 20T10:30:39.000Z,EZZOUAR,,ZBOOK,NVIDIA QUADRO P1000,9TH GEN INTEL CORE I7 9750H,16GB,512GB,,15,,1920x1080,
95000,2025 08 07T07:23:06.000Z,ORAN,,ZBOOK,NVIDIA QUADRO T1000,9TH GEN INTEL CORE I5 9300H,32GB,512GB,500GB,17,,,
